locale,page,json_file,key,required_value_from_ca7b5327,current_status,used_in_code,code_location,verified_commit
az,/az/premium/,az/home.json,body.purchase.premium.guaranteeText,Ödənişdən sonra şəxsi endirmə linkiniz dərhal görünür. Abunəlik və gözlənilməz yenilənmə yoxdur.,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:76,ca7b5327
az,/az/premium/,az/home.json,body.purchase.premium.instantAccess,Ani giriş,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:38,ca7b5327
az,/az/premium/,az/home.json,body.purchase.premium.lede,"2026-nın ən yaxşıları kolleksiyası sevimli nöqtə-birləşdirmə fəaliyyətlərimizi sakit vaxt, yağışlı günlər, ev təhsili və siniflər üçün asan çap edilə bilən bir paketdə birləşdirir.",MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:34,ca7b5327
az,/az/premium/,az/home.json,body.purchase.premium.localNote,"Localhost-da bu, təhlükəsiz ödəniş demosunu açır və heç vaxt karta pul yazmır.",MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:61,ca7b5327
az,/az/premium/,az/home.json,body.purchase.premium.metaDescription,"Uşaqlar üçün ən sevilən nöqtədən nöqtəyə tapmacaların çap üçün hazır toplusu, bir rahat PDF-də toplanıb.",MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:18,ca7b5327
az,/az/premium/,az/home.json,body.purchase.premium.metaTitle,2026-nın ən yaxşı Premium Nöqtədən Nöqtəyə Tapmaca Paketi,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:18,ca7b5327
az,/az/premium/,az/home.json,body.purchase.premium.oneTime,birdəfəlik,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:56,ca7b5327
az,/az/premium/,az/home.json,body.purchase.premium.printAtHome,Evdə çap et,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:37,ca7b5327
az,/az/premium/,az/home.json,body.purchase.premium.purchaseAria,2026-nın ən yaxşısı tapmaca paketini satın al,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:41,ca7b5327
az,/az/purchase/success/,az/home.json,body.purchase.shared.contactUs,Bizimlə əlaqə,MISSING_KEY,YES,"generator/Ui-app-DB-json/components/PurchaseDownloadLink.tsx:82,95",ca7b5327
az,/az/purchase/success/; /az/purchase/cancelled/,az/home.json,body.purchase.shared.returnToPack,Tapmaca paketinə qayıt,MISSING_KEY,YES,generator/Ui-app-DB-json/components/PurchaseDownloadLink.tsx:67; generator/Ui-app-DB-json/app/[locale]/purchase/cancelled/page.tsx:31,ca7b5327
az,/az/purchase/success/,az/home.json,body.purchase.success.eyebrow,Ödəniş təsdiqləndi,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/purchase/success/page.tsx:30,ca7b5327
az,/az/purchase/success/,az/home.json,body.purchase.success.lede,Ödənişiniz uğurlu oldu. Alışınızın hesabınızda görünməsi bir neçə saniyə çəkə bilər.,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/purchase/success/page.tsx:32,ca7b5327
az,/az/purchase/success/,az/home.json,body.purchase.success.metaTitle,Alışınız üçün təşəkkürlər,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/purchase/success/page.tsx:19,ca7b5327
cs,/cs/purchase/cancelled/,cs/home.json,body.purchase.cancelled.eyebrow,Žádná platba nebyla provedena,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/purchase/cancelled/page.tsx:28,ca7b5327
cs,/cs/purchase/cancelled/,cs/home.json,body.purchase.cancelled.lede,Nebyl účtován žádný poplatek. Můžete to kdykoli zkusit znovu.,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/purchase/cancelled/page.tsx:30,ca7b5327
cs,/cs/purchase/cancelled/,cs/home.json,body.purchase.cancelled.metaTitle,Platba zrušena,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/purchase/cancelled/page.tsx:17,ca7b5327
cs,/cs/premium/,cs/home.json,body.purchase.checkout.consent,"Souhlasím s okamžitým doručením tohoto digitálního PDF a rozumím, že jakmile přístup začne, prodej je konečný a nevratný, s výjimkou případů vyžadovaných zákonem nebo pokud soubor nebyl doručen či je vadný.",MISSING_KEY,YES,generator/Ui-app-DB-json/components/BuyButton.tsx:50,ca7b5327
cs,/cs/premium/,cs/home.json,body.purchase.checkout.error,Při zahájení platby došlo k chybě. Zkuste to prosím znovu.,MISSING_KEY,YES,generator/Ui-app-DB-json/components/BuyButton.tsx:57,ca7b5327
cs,/cs/premium/,cs/home.json,body.purchase.checkout.opening,Otevírání pokladny...,MISSING_KEY,YES,generator/Ui-app-DB-json/components/BuyButton.tsx:54,ca7b5327
cs,/cs/premium/,cs/home.json,body.purchase.checkout.refundPolicy,Přečíst zásady vracení peněz,MISSING_KEY,YES,generator/Ui-app-DB-json/components/BuyButton.tsx:50,ca7b5327
cs,/cs/premium/,cs/home.json,body.purchase.checkout.secureNote,Bezpečná platba zajištěná společností Stripe. Jednorázová platba. Bez předplatného.,MISSING_KEY,YES,generator/Ui-app-DB-json/components/BuyButton.tsx:56,ca7b5327
cs,/cs/purchase/success/,cs/home.json,body.purchase.download.button,Stáhnout váš balíček hádanek,MISSING_KEY,YES,"generator/Ui-app-DB-json/components/PurchaseDownloadLink.tsx:66,76",ca7b5327
cs,/cs/purchase/success/,cs/home.json,body.purchase.download.demoText,Skutečná placená obrazovka úspěchu zde zobrazuje tlačítko pro stažení PDF. Místní demo neuvolní soukromý soubor.,MISSING_KEY,YES,generator/Ui-app-DB-json/components/PurchaseDownloadLink.tsx:65,ca7b5327
cs,/cs/purchase/success/,cs/home.json,body.purchase.download.demoTitle,Místní test pokladny byl úspěšný.,MISSING_KEY,YES,generator/Ui-app-DB-json/components/PurchaseDownloadLink.tsx:64,ca7b5327
cs,/cs/purchase/success/,cs/home.json,body.purchase.download.expires,Platnost tohoto odkazu vyprší za 24 hodin. Uložte si stažený soubor na bezpečné místo.,MISSING_KEY,YES,generator/Ui-app-DB-json/components/PurchaseDownloadLink.tsx:79,ca7b5327
cs,/cs/purchase/success/,cs/home.json,body.purchase.download.failed,"Váš nákup jsme zatím nemohli potvrdit. Pokud vám byla částka strhnuta, obnovte prosím tuto stránku za minutu nebo nás kontaktujte pro pomoc.",MISSING_KEY,YES,generator/Ui-app-DB-json/components/PurchaseDownloadLink.tsx:92,ca7b5327
cs,/cs/purchase/success/,cs/home.json,body.purchase.download.preparing,Připravujeme vaše stažení...,MISSING_KEY,YES,generator/Ui-app-DB-json/components/PurchaseDownloadLink.tsx:102,ca7b5327
cs,/cs/premium/,cs/home.json,body.purchase.premium.benefits.classroomUse,Použití doma nebo v jedné třídě,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:71,ca7b5327
cs,/cs/premium/,cs/home.json,body.purchase.premium.benefits.instantAccess,Okamžitý přístup po úspěšné platbě,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:71,ca7b5327
cs,/cs/premium/,cs/home.json,body.purchase.premium.benefits.kidFriendly,Hádanky pro děti s různou obtížností,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:71,ca7b5327
cs,/cs/premium/,cs/home.json,body.purchase.premium.benefits.onePdf,"Jedno praktické, k tisku připravené PDF",MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:71,ca7b5327
cs,/cs/premium/,cs/home.json,body.purchase.premium.benefits.paperSizes,Funguje na papíru US Letter i A4,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:71,ca7b5327
cs,/cs/premium/,cs/home.json,body.purchase.premium.buyButton,Získat balíček hádanek,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:60,ca7b5327
cs,/cs/premium/,cs/home.json,body.purchase.premium.coverAlt,Nejlepší z roku 2026 - obálka knihy s 25 spojovačkami,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:45; generator/Ui-app-DB-json/components/BestOf2026BookAd.tsx:12,ca7b5327
cs,/cs/premium/,cs/home.json,body.purchase.premium.detailsEyebrow,Navrženo pro snadný tisk a hraní,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:66,ca7b5327
cs,/cs/premium/,cs/home.json,body.purchase.premium.detailsText,"Stáhněte jednou, mějte po ruce a vytiskněte si aktivity, kdykoli je potřebujete.",MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:68,ca7b5327
cs,/cs/premium/,cs/home.json,body.purchase.premium.digitalPdf,Digitální PDF,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:36,ca7b5327
cs,/cs/premium/,cs/home.json,body.purchase.premium.eyebrow,Prémiová tisková kolekce,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:32,ca7b5327
cs,/cs/premium/,cs/home.json,body.purchase.premium.guaranteeText,Po dokončení objednávky se okamžitě zobrazí váš soukromý odkaz ke stažení. Žádné předplatné ani nečekané obnovení.,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:76,ca7b5327
cs,/cs/premium/,cs/home.json,body.purchase.premium.instantAccess,Okamžitý přístup,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:38,ca7b5327
cs,/cs/premium/,cs/home.json,body.purchase.premium.lede,"Kolekce Nejlepší z roku 2026 přináší naše oblíbené spojovačky v jednom snadno tisknutelném balíčku na klidné chvíle, deštivé dny, domácí výuku i školní třídy.",MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:34,ca7b5327
cs,/cs/premium/,cs/home.json,body.purchase.premium.localNote,Na localhostu se otevře bezpečné demo pokladny a karta nikdy nebude zatížena.,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:61,ca7b5327
cs,/cs/premium/,cs/home.json,body.purchase.premium.metaDescription,K tisku připravená kolekce oblíbených spojovaček pro děti v jednom praktickém PDF.,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:18,ca7b5327
cs,/cs/premium/,cs/home.json,body.purchase.premium.metaTitle,Nejlepší prémiový balíček spojovaček z roku 2026,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:18,ca7b5327
cs,/cs/premium/,cs/home.json,body.purchase.premium.oneTime,jednorázově,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:56,ca7b5327
cs,/cs/premium/,cs/home.json,body.purchase.premium.printAtHome,Tisk doma,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:37,ca7b5327
cs,/cs/premium/,cs/home.json,body.purchase.premium.purchaseAria,Zakoupit balíček hádanek Nejlepší z roku 2026,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/premium/page.tsx:41,ca7b5327
cs,/cs/purchase/success/,cs/home.json,body.purchase.shared.contactUs,Kontaktujte nás,MISSING_KEY,YES,"generator/Ui-app-DB-json/components/PurchaseDownloadLink.tsx:82,95",ca7b5327
cs,/cs/purchase/success/; /cs/purchase/cancelled/,cs/home.json,body.purchase.shared.returnToPack,Zpět na balíček hádanek,MISSING_KEY,YES,generator/Ui-app-DB-json/components/PurchaseDownloadLink.tsx:67; generator/Ui-app-DB-json/app/[locale]/purchase/cancelled/page.tsx:31,ca7b5327
cs,/cs/purchase/success/,cs/home.json,body.purchase.success.eyebrow,Platba potvrzena,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/purchase/success/page.tsx:30,ca7b5327
cs,/cs/purchase/success/,cs/home.json,body.purchase.success.lede,Vaše platba byla úspěšná. Zobrazení nákupu ve vašem účtu může trvat několik sekund.,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/purchase/success/page.tsx:32,ca7b5327
cs,/cs/purchase/success/,cs/home.json,body.purchase.success.metaTitle,Děkujeme za váš nákup,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/purchase/success/page.tsx:19,ca7b5327
da,/da/purchase/cancelled/,da/home.json,body.purchase.cancelled.eyebrow,Ingen betaling foretaget,MISSING_KEY,YES,generator/Ui-app-DB-json/app/[locale]/purchase/cancelled/page.tsx:28,ca7b5327
